# forge-autoname: evidence-based names for FUN_* (name->check workflow wf_698bd133-f69, 2026-07-21)
# addr	name	plate_comment  (high+medium confidence, checker-confirmed)
00ae7fa0	Container_FreeElements	[forge-autoname conf=medium <- wf] Fastcall loops over 0x10-byte elements freeing offset+4 allocations, then frees container; cleanup of container with allocated fields confirmed
00ae83d0	Vector_PushBackExpand	[forge-autoname conf=medium <- wf] Thiscall on vector of 0x10-byte structs, checks capacity, expands by doubling via malloc/copy, appends element via _Uninit_copy; vector push_back with reallocation confirmed
00af5770	CParticleSystem::DestroyDecals	[forge-autoname conf=high <- wf] Calls ClearDecal in loop on std::list at param_1+0x20, manipulates list links, decrements counter at 0x4c - confirmed list cleanup pattern
00af6920	CopyElements_6DwordStruct	[forge-autoname conf=medium <- wf] Copies 6-dword structures in loop (param_3 += 6), not a copy constructor - evidence shows generic copy loop without class-specific semantics
00afe5c0	Vector_CopyVectors	[forge-autoname conf=medium <- wf] Loops from param_1 to param_2 copying 3-element vector descriptors - not a generic CopyFrom but vector-specific copy
00b85ec0	Vector_InsertElement	[forge-autoname conf=medium <- wf] Thiscall allocates vector, copies existing elements + new element - evidence supports insert operation but confidence not 'high' due to generic approach
00bd9ce0	TexturePool_Clear	[forge-autoname conf=medium <- wf] Loops through 3 lists (piVar11+0, +3, +6), calls Uninitialise on textures, deallocates via InternalDeallocate - confirms pool clearing
00be04f0	BankFileList_RemoveFinished	[forge-autoname conf=medium <- wf] Iterates list, checks IsFinished, removes completed entries and decrements counter - 'PurgeFinished' is renamed to more precise 'RemoveFinished'
00be4f90	Vector_PushBack_14Elements	[forge-autoname conf=medium <- wf] Copies 14 dwords (0xe loop), calls resize helper FUN_00b7ffc0, increments size by 0x38 - element count matches
00be5950	Vector_PushBack_3Floats	[forge-autoname conf=medium <- wf] Copies 3 elements, calls resize FUN_00b80400, increments size by 0xc - 3D vector push pattern confirmed
00be8ff0	Vector_PushBack_4Bytes	[forge-autoname conf=medium <- wf] Copies 1 dword from param_2, increments size by 4 - single 4-byte element push confirmed
00bf94d0	Vector_ReallocateForPairs	[forge-autoname conf=medium <- wf] Reallocates vector for pair elements, uses copy/fill helpers - 'PairElements' too vague, more specific about pair type needed but evidence supports reallocation
00c0b510	Matrix_SetIdentityRotation	[forge-autoname conf=medium <- wf] Sets 12-float array as rotation matrix with angle adjustment - not just 'SetFromAngle', creates identity-like matrix structure
00c0ec10	CTCMapwho_ClearMessageQueue	[forge-autoname conf=high <- wf] Calls vtable method at param_1+0x50 offset 0x44 until return 0, invokes OnDie - message queue drain loop pattern confirmed
00c101d0	CAnimationSet_FindAnimation	[forge-autoname conf=high <- wf] Calls BeginLoading on param_2, loops animations via vtable at param_1+0x10, calls operator== for CDefString comparison - animation find confirmed
00c13140	CTCHeroExperience_GetBlockParryReward	[forge-autoname conf=medium <- wf] Calls AddSuccessfulBlockParry, FUN_00c12cd0 (quest lookup), returns value at offset 0xc - returns value, not adds; should be GetBlockParryReward
00c13700	TextureIndex_GetByProperties	[forge-autoname conf=medium <- wf] Checks param_1+4 <= param_2, uses predicate logic, returns indexed array access - returns texture index but evidence doesn't confirm CTextureManager class membership
00c16820	CDefString_SetFromWide	[forge-autoname conf=high <- wf] Calls wcslen on wide string, calls FUN_00c169d0 (resize), accesses buffer via FUN_00c16b10, copies wide chars, null-terminates - wide string assignment confirmed
00c16b10	CDefString_GetBuffer	[forge-autoname conf=high <- wf] Thiscall on CDefString, checks bounds param_1[1] <= param_2, throws array-bounds error, returns *param_1 + param_2*2 - buffer access with bounds check confirmed
00c1ba60	CTCInventoryItem_GetWeaponClass_Wrapper	[forge-autoname conf=medium <- wf] Simple wrapper calls FUN_00c1ba40 with item property at offset 0x10 - too simple to confidently name as getter, wrapper function status unclear
00c1c460	ParticleMorphs_UpdateEditor	[forge-autoname conf=medium <- wf] Checks flag at 0x885, calls EditSetThingForEditorSetThing, loops particles, uses mesh helpers - not enough evidence to confirm 'OnInventoryEditorOpen' is the sole caller context
00c1e640	Vector_ExpandCapacityBy	[forge-autoname conf=medium <- wf] Allocates (param_1[1] + param_2) * 4 bytes, copies existing elements, frees old - expands capacity but name should reflect 'by amount' not generic expand
00c1f320	Component_UpdateState	[forge-autoname conf=medium <- wf] Calls vtable methods at various offsets (0x10, 0x1c, 0x20, 0x18), state machine pattern - name lacks specificity about what component type
00c20750	InputEvent_GetScreenCoordinate	[forge-autoname conf=medium <- wf] Calls FUN_00c20720, switches on offset 0xac value, returns different offsets based on input type - returns offset, not just 'target'
00c20c10	InputEvent_ValidateForContext	[forge-autoname conf=medium <- wf] Calls FUN_00c20be0, checks if result 0 and global <= float value - validation check but naming should reflect the boolean return condition
00c21780	CInputProcessRebootGame_HandleInputEvent	[forge-autoname conf=high <- wf] Thiscall on CInputProcessRebootGame, calls GetKey, ProcessInput, handles vtable-based callbacks at offsets 0x2b4/0x284/0x2e4 - input handler pattern confirmed
00c26090	CTCInventory_EquipItem	[forge-autoname conf=high <- wf] Thiscall, calls Lock/Unlock on CHandleBasedMemoryPool, calls Copy, allocates via FUN_00c22100, updates inventory state - equip operation confirmed
00c26410	CTCInventoryItem_SetEquipped	[forge-autoname conf=high <- wf] Thiscall, checks param_1+0x14 for enum values 2/3, calls Lock, updates offset 0x10 value, sets status to 2 - equip status update confirmed
00c26480	CTCInventoryItem_SetUnequipped	[forge-autoname conf=high <- wf] Thiscall, decrements param_1+0x10 by param_2, calls Unlock if zero, updates status at 0x14 to 3 - unequip operation confirmed
00c27c10	CBrainOutput_LoadSerialized	[forge-autoname conf=high <- wf] Thiscall on CPersistTraits (CBrainOutput), copies 8 fields from serialized struct, calls TransferOut conditionally, SetAsPumpCombatActions conditionally, uses _Umove for vectors - deserialization conf
00c2c670	CClothingItem_ValidateGeometry	[forge-autoname conf=medium <- wf] Calls FUN_00c27d40 and FUN_00c27d80 with geometry offsets 4,6 and 8,10 - validates geometry at expected offsets
00c2d210	CTCCreature_InitializeAnimationNames	[forge-autoname conf=medium <- wf] Sets flag at 0x33c, loops 2x over CWideString (0x180 apart), calls operator() filter and ConstructString - initializes animation strings not all animation data
00c31db0	CBankFile_ValidateOpen	[forge-autoname conf=medium <- wf] Checks if *param_1 == 0, throws error 'Should have checked first...', returns *param_1 - validates file opened before use confirmed
00c34440	CDraw2DText_CalculateAlpha	[forge-autoname conf=medium <- wf] Multiplies width * height floats via FUN_00c0b420, applies alpha blending via FUN_00c1bda0, returns float10 - alpha calculation confirmed
00c34b80	Vector_RemoveDuplicates	[forge-autoname conf=medium <- wf] Iterates array comparing and removing duplicates via memmove, decrements size, frees buffer - removes duplicates but not the STL unique algorithm; name should reflect removal semantics
00c34e60	Vector_RemoveAndDestroyDuplicates	[forge-autoname conf=medium <- wf] Similar to above but calls FUN_00c42ad0 and operator_delete on each element before removing - destroys then erases duplicates, more specific than 'DestroyIfPointers'
00c383d0	CTCInventoryClothing_AddClothing	[forge-autoname conf=high <- wf] Thiscall, calls AddClothing on member at offset 4, calls FUN_00c2c670 (validate), returns param_2 - add clothing to inventory confirmed
00c3abd0	MessageEventList_GetSize	[forge-autoname conf=medium <- wf] Calls vtable method at offset 0x44, checks if result is null, returns first dword of result - gets list size but name 'IsEmpty' is misleading; returns count not bool
00c3bf30	CBankFile_ReadRemote	[forge-autoname conf=high <- wf] Thiscall on CBankFile, param_3 is byte count, calls parsing functions FUN_00c4c080/c030/c050/cc90/c8b0, checks alignment/padding, reads into param_4 - async file remote read confirmed
00c3c450	CTCHeroStats::ProcessEventNotification	[forge-autoname conf=high <- wf] Directly calls CTCHeroStats::InformOfEvent; flag-based thiscall pattern managing hero state
00c3f620	CMap_UnwindDestructor	[forge-autoname conf=medium <- wf] Exception unwinding pattern clear, but 'Unwind' prefix suggests generic handler; CMap owns CParticleEffect; more precisely a destructor helper
00c42ad0	Container_RemoveLastElement	[forge-autoname conf=medium <- wf] Searches array for and removes last matching element; calls operator_delete[]; generic pattern fits
00c465f0	GameEvent_HandleMoveHeroToRegion	[forge-autoname conf=medium <- wf] Caller is 'HandleMoveHeroToRegionGameEvent'; creates object via vtable method; proposed name is correct but singular generic game event handler
00c46860	Manager_UnwindCleanupObjects	[forge-autoname conf=medium <- wf] Exception handler looping through vtable offsets 0x2c, 0x20 for cleanup; deletion functions pattern clear
00c46e90	Math_VectorMagnitude	[forge-autoname conf=high <- wf] Computes SQRT(x^2 + y^2); classic 2D magnitude formula; called by geometry functions
00c4c1d0	Buffer_CheckAlignmentOffset	[forge-autoname conf=medium <- wf] String 'your byte request...was not aligned to' proves alignment validation; PKRACBuffer is a hint but not confirmed by class pattern; thiscall with alignment check
00c51a20	PropertySerializer_WriteProperty	[forge-autoname conf=medium <- wf] Massive switch on type IDs 1-25+; calls FUN_00c4f600 repeatedly; property serialization pattern confirmed
00c55980	OpenAL_InitAudioFunctions	[forge-autoname conf=high <- wf] GetProcAddress for 'alcOpenDevice', 'alGenSources'; OpenAL audio initialization strings clear
00c55b00	OpenAL_CreateAndActivateContext	[forge-autoname conf=high <- wf] GetProcAddress for 'alcCreateContext', 'alcMakeContextCurrent'; creates and activates context; logic confirmed
00c562f0	OpenAL_CheckCreativeEAX3Support	[forge-autoname conf=high <- wf] GetProcAddress for 'alGetString'; checks renderer string for 'Creative' and 'EAX3.0' substrings
00c59d80	Math_ComputeExponent	[forge-autoname conf=medium <- wf] Calls FUN_00c59b00; uses fscale and f2xm1 x87 instructions; exponential computation evident
00c5f2d0	Audio_AdjustSampleWithDecay	[forge-autoname conf=medium <- wf] Decay calculation with bit shifts (>>1,2,3,8); modifies int reference; clamping to int16 range; audio DSP
00c5f350	Audio_MixWithGain	[forge-autoname conf=medium <- wf] Takes uint flags (1,2,4,8); weighted sum with shifts; clamps to int16 range; audio mixing confirmed
00c60b30	Math_IsAnyNaN	[forge-autoname conf=high <- wf] Calls _isnan on 3 floats; returns 1 if any is NaN, 0 otherwise; pattern clear
00c633c0	HeroAttribute_SetValueWithValidation	[forge-autoname conf=medium <- wf] Thiscall with param_2 indexing; calls FUN_00c60450 for range validation; sets attribute with bounds checking
00c635c0	HeroAttribute_SetIntValueClamped	[forge-autoname conf=medium <- wf] Thiscall; clamps int to [-10000, 1000] range; validates and sets attribute with error handling
00c63690	HeroAttribute_SetFloatValueValidated	[forge-autoname conf=medium <- wf] Thiscall; calls FUN_00c60450 with fixed float bounds (0x0, 0x3e99999a); float attribute setter
00c638e0	HeroAttribute_SetValue2	[forge-autoname conf=medium <- wf] Thiscall; similar pattern; calls FUN_00c60450 with bounds (0x0, 0x3dcccccd); variant setter
00c63a60	HeroAttribute_SetValue3	[forge-autoname conf=medium <- wf] Thiscall; similar pattern; calls FUN_00c60450 with bounds (0x3d99999a, 0x3e800000); variant setter
00c63bc0	HeroAttribute_SetValue4	[forge-autoname conf=medium <- wf] Thiscall; similar pattern; calls FUN_00c60450 with bounds (0x3d23d70a, 0x40800000); variant setter
00c67a10	HeroAttribute_SetBitFlags	[forge-autoname conf=medium <- wf] Thiscall; checks param_3 & 0xffffff00 for error; calls 8 sequential functions for bit 0-7 extraction
00c6bc80	Graphics_ComputeScaleConstraint	[forge-autoname conf=medium <- wf] Calls FUN_00c6bbd0; divides scale by width constraint, checks against height; graphics transform utility
00c6caf0	Audio_ResampleAndAccumulate	[forge-autoname conf=medium <- wf] Short pointer arithmetic with phase/pitch interpolation; accumulates into int array; audio resampling kernel
00c6cb80	Audio_ResampleDecayAndAccumulate	[forge-autoname conf=medium <- wf] Similar to 00c6caf0 but with ushort decay coefficient; audio resampling with amplitude envelope
00c6cef0	Audio_SetFilterCoefficients	[forge-autoname conf=medium <- wf] Thiscall; sets ushort amplitude and phase from float; audio filter coefficient setup
00c6d370	Audio_ProcessSSEMultiply	[forge-autoname conf=medium <- wf] Uses pmulhw SIMD on 16-byte vectors; accumulates into int array; SSE audio DSP
00c6f0f0	Audio_ProcessSSE64BitMultiply	[forge-autoname conf=medium <- wf] Uses pmulhw on undefined8 pointers; processes 2 samples per iteration; 64-bit audio DSP distinct from 32-bit
00c720c0	Math_ConvertToPowerOfTwo_or_ComputeScale	[forge-autoname conf=medium <- wf] Calls __ftol2 without clear log/power relationship; computes scale via division; name 'ConvertToPowerOfTwo' unsupported; thiscall pattern confirmed
00c74ee0	Math_IsPrimeNumber	[forge-autoname conf=high <- wf] Classic trial-division primality test: checks < 4, tests odd divisibility up to sqrt(n); algorithm clear
00c76680	CArrayWrapper_CopyWraparound	[forge-autoname conf=medium <- wf] Thiscall with vtable; copies from circular array; handles boundary wrap-around; pattern matches description
